component_id,sum
ffa34935422b5593,46.0
f3e2eea3aa148af6,37.0
75ee07154a6fc984,6.0
64246d18cb33c056,8.0
9df76b8803a03228,7.0
34379df4a7dbe41e,30.0
5a662fa469e294b4,7.0
4a5fc30d4bd6063b,7.0
aafade4320e28882,19.0
3aa37dfd781b41c0,10.0
26e58f8b9f8d8e69,18.0
9f1dd02a6a84c05b,28.0
9a8793583d4ea599,16.0
e1d273f2b72e8a6a,5.0
28c6b8654fc5b9b7,70.0
40acabaa111558d4,30.0
4a0ede2d5cd40246,7.0
c62e00620b8ff995,138.0
50bca8eaf25f5de7,11.0
1bb0a68db7049e36,8.0
af5da78efd5b857c,9.0
46ed55e5d97fef10,8.0
80e8bebb08cbddae,54.0
5c08930714e421e2,13.0
979b9774958bd86b,14.0
386ca8028ec8958e,24.0
6ed4ade4151d809b,11.0
2799f5bd0ee69680,31.0
c1faf9193853febd,12.0
e0ffd06f9e0d184c,55.0
775b858433c6dbac,18.0
7344c6e697078ee3,13.0
e0cc844993b5de01,16.0
0791b5ba8fb60e55,16.0
ab5ecdd9976c05eb,14.0
357d0028b8792042,158.0
6fd30c9a77cdea7b,16.0
6c4df97c726a1b5c,24.0
b88ae0a7ff79302c,11.0
ebd814c71e919a2f,20.0
a6dd96fa03b40fcb,206.0
bbfb720db03f65b2,31.0
d1920e5263fe9129,6.0
9d921f91b7ec5110,12.0
8683d88eac323c3f,13.0
725e506347acf961,11.0
e8796b55363572c6,34.0
ebc02671814e6555,14.0
82ba2470f3b98077,14.0
66196880860989bc,10.0
8a9ab929cdb41f75,46.0
caecc211e541f71c,13.0
cee576b84ba84d50,13.0
cb7a3bca760408bf,10.0
7cf089518f2e7ecf,14.0
70eacd3aa251a298,19.0
b5f81bef20e3fe6b,81.0
20c45503b3f00f10,13.0
e9451894527565e5,16.0
56537f2c412aa765,29.0
c0d254c82110f278,12.0
9cdb8c2d24b4ef98,26.0
d30b7e38e9b79028,11.0
d59e6d983f64aebb,6.0
a2c59ee196668bd4,14.0
991d2cf11d84c4b8,26.0
45243daa1be3445e,11.0
f630ae4d16f5e9b1,381.0
b436a3162974af83,106.0
7714d25f98e51318,13.0
46f60b312a8e80a7,9.0
751cb945c46d2bad,118.0
cba790d31ba6240e,13.0
f40fad46d7f42043,22.0
78d94f1ac63acc88,12.0
5729d48c8c29f924,15.0
8ffe0ec4cf7db201,12.0
8690675834eb9e71,11.0
f9e56ec8172590ce,10.0
70758679379e1247,6.0
95c1e6472308b375,23.0
73acb0c8f8d6a2b0,26.0
511df2db7f6d5bfb,7.0
5c3b62adb7e309bd,8.0
a131df2eee8dd5cb,46.0
27ed96ca5963cec9,1522.0
b233a112829e44e8,9.0
eab8347f3f2cd220,7.0
38a6d73f36062e9e,14.0
b7c18ee13b6d9d55,12.0
77b213cf558aea37,12.0
199cc175e81abd50,12.0
d4cb1af855832e94,54.0
ec0850730d567e66,110.0
a438acf78ca72206,10.0
0ada772dfae7cbb6,17.0
c551b71aaba9e90e,10.0
7d39ad274cb03a45,8.0
31d4ae0e5fb9b83a,17.0
1db5e69f87219b57,42.0
b9745a088e17294f,11.0
c11521ffa518c099,12.0
8402be63943ccec7,13.0
b95254df829c6c94,18.0
1e6a886b2d7f8edf,15.0
cd169a07059618a3,20.0
35afe3636c598ae0,8.0
bcdb657c0d52fc9f,24.0
285f19dba7bf0a25,14.0
d5c5a4ce14b6f011,8.0
0a1099f56ba650e6,36.0
3971db818d1ca316,8.0
71c78a30fc4c9527,8.0
ce36e8819c33b314,10.0
4d322574bd30f70c,19.0
df1e5f7ce80a8636,8.0
45b7496a371d6f48,61.0
b1a06abe43dda7e3,13.0
82f274606d58f97b,31.0
0c8db01385a24ff6,46.0
2581cbedfd00d0d5,30.0
1694abbc2f1d6707,11.0
2254212de53cc6c6,30.0
769386af11a1aac1,26.0
c7e85cba95a605c0,29.0
a7c0c07bab69350a,17.0
e8c83f593fc260f1,8.0
7dcf296737bb4083,11.0
6bfd8a5f5f401aa9,8.0
06a550dec30a69df,8.0
b30ea8308019e0fd,8.0
e35189d4828867da,41.0
7d57414035770357,14.0
a9232a03d4f458ca,13.0
06cfb591c7df05ec,13.0
4999b0d5466a6360,7.0
0f80b967b886d08c,11.0
bad86caaa0a610df,13.0
f35f54334f1ec8c4,40.0
fdfffba1b85cb45c,11.0
1908053750521eb2,214.0
c0ce3aed820df911,1094.0
6423808093660d24,46.0
80913d3a496e0756,12.0
b328e3562d8313ab,8.0
069fd44c09422940,134.0
f102e1a9804e7e3d,13.0
9f63c7af9c3c373f,14.0
5ac15c6f50f2520d,7.0
a4e17f6b5a404fd2,6.0
ff56c77d99d50bbb,30.0
b84b9ec92599feb5,14.0
e76114c00771c110,8.0
d1090574584b5c98,11.0
2ed48b77d782d6b9,9.0
e2a7259a3d455cce,24.0
95044699549795f1,8.0
40f8d0b59793859d,62.0
560c80b9fe547289,12.0
a675ffb8e406cda8,41.0
a63c7f721e57a4a4,7.0
0fea28330ba9743e,7.0
a9cbe9485b1f756c,28.0
5c4c14b29965aafa,8.0
a1d4b2416a5801ca,14.0
0f2f59bfd1a416e4,8.0
953769a6f723ac08,21.0
852210a0b291627c,14.0
f5fd207d9b99a464,7.0
e212c5e22f554b62,7.0
38b43ab7f37005e2,16.0
1def021dc30bd954,104.0
891c31a78d4d8347,22.0
d8c4caac89f12de8,52.0
756107704b6ed434,11.0
86a426644ebc10f7,10.0
25afe2c7440a0930,12.0
f1bc143df0488c19,42.0
b30d05692c903e82,62.0
3f75344ef7c93b9b,85.0
386dae36fe01c54f,16.0
19e47084b28c5944,8.0
fdde3f55c05b1b28,7.0
2d65100a491e6fac,15.0
c88b46c1fdbfe5be,15.0
a892ebefb61b9961,26.0
28347c1c833dd92a,10.0
05ecf8ae6836d193,17.0
c8e6e9118400a193,11.0
113aef93fc7e129c,10.0
d98e988946dd4cf5,13.0
536ae2387bc502d4,16.0
17a7c4e42d31c495,12.0
95c493fb944e9334,7.0
584448ba681dcf4b,40.0
d815d976c47c73b2,12.0
63036ba6ef3d19c7,22.0
9fcdb7a2a1ea8e1a,14.0
0bef994cde764b92,8.0
e725d3bba192ec7d,16.0
e3e0a3848811d6e0,20.0
bad682e214b7e96c,11.0
25c422706b4babb7,6.0
62a96e122c81dff5,7.0
fadf563cf0eb9dcb,28.0
0325a01d276940a7,9.0
91ddb41078cdc2d7,12.0
b1b7ded0d70e3492,10.0
d3b9514831303f82,32.0
900801d810233ffa,9.0
6f18e2f8ce7f89e4,10.0
52b42b130d5711f3,7.0
6126b675b7114e7a,143.0
e9bb9a373fcf5f55,12.0
c5eb044ee7e2abef,143.0
5ca53919bf908e03,8.0
b6246547aaeffefb,7.0
f82966edee4e4cb5,11.0
012f1764e4d69364,8.0
cd08a6da923d8c25,8.0
b59f515d4a7c638d,36.0
ba343e7c74d60191,28.0
aa4f5e8149069ee5,22.0
5e18650e6de3d006,10.0
78349cd849798f43,32.0
bd5460c508b63ad2,11.0
ff60b08c755aeb7c,12.0
9a9a903c91d548a6,11.0
7bc2cc309c80695f,8.0
1e382b514a11bd15,13.0
db0117bbde34e13f,42.0
ab9acbc8da8ab48c,8.0
7fbbb15facbdc424,19.0
f4bc8c4a444c714f,11.0
fd7e1c16b2f56492,45.0
55e93e4e7aa37ca8,7.0
aa33a672f729b951,40.0
aa7d8259bbb5d8e5,13.0
7c4a4366c94b293f,34.0
97d3f0029e1ca5b5,11.0
b96e44703d4f781f,62.0
868ae43fb12d6ca0,35.0
e9f65330149a771f,14.0
2df1ae4b22a11e42,16.0
76440360c2263aae,13.0
95ed68f39fe0dc15,11.0
96d32312d703e964,7.0
6fb3362b2ac740c7,11.0
dba4fdac57808807,7.0
56a7f8f7186dda9a,16.0
0e89958e8931ad6e,59.0
655731e6609c99b0,7.0
7236ef16c3c23107,10.0
e533888b4fae1845,27.0
f5604307810f2e0d,9.0
697be81885a7a043,45.0
6e064b1c03ca463c,22.0
826b8514f69057c8,9.0
485daa4c8e025a87,13.0
90f27b7f471f10ae,10.0
595b51ff49a88dc2,7.0
84e35e97dfb2831e,10.0
99ba000476761916,13.0
57afe66dbae14309,29.0
62380806c65aa5ab,20.0
aa8c4833b3360be7,16.0
7a0e040484807dcd,40.0
e2f13f3356274222,8.0
b0ba6e6a94160965,15.0
792353318e87ad89,76.0
21fbc404403bf6d8,8.0
12a2c08a4012350b,9.0
be8bf64babf2bdd9,20.0
a3ef110371db2625,13.0
83a351b3438b6374,7.0
2a13e5f771f21b5a,45.0
cc76c3e643ee5172,14.0
e6ecdf45574a4cdf,7.0
f30432a376c93d8e,15.0
c701d379aefe9157,12.0
ce198b50b69d7fe0,96.0
5dbe5ddbb40423b0,54.0
21082147744e0dd8,76.0
0c9f36a0e75f1b0f,12.0
4b9fa6f6fcf7306a,8.0
32289917d6005efb,7.0
35762646ae31e65d,10.0
88e6192349af1ad8,13.0
3a9ac7856a12ac7b,7.0
ea5e7adf4c124ee9,16.0
b59427e9c3d89692,7.0
a97f990c6f808871,12.0
a7d7af1488192a02,14.0
8459794ce3087a86,9.0
ef2477e61d4a17cd,7.0
8c32f7da353ae3ca,10.0
7191b5a6d77f4e07,8.0
6f383c774604aab3,16.0
fed81499705fdf88,12.0
8a89dfd618e22650,10.0
e29e0bc16243ed67,20.0
5c673e799893aadd,9.0
8d29baee82d0510a,22.0
3013ad78b98c1025,97.0
9f6aa22ccc2deec3,18.0
8352b4234ac9a35a,11.0
6a7041bb3d7f1161,13.0
645c28a9d38b30e1,7.0
61559e0a36cd64f1,64.0
134b72673527de8b,14.0
026119e7bb1e3ab4,40.0
4a6f3eb7e58fb1f2,90.0
476cb76f866b1d66,46.0
6804d8c34d6e7807,7.0
3f70a8e071b702ee,11.0
00bd8749757a4340,7.0
2d27a1186060b06f,7.0
11041de67ecc0e8c,18.0
c40fcc79eb057440,6.0
a1d2a2f78a919761,50.0
e663756984d75356,66.0
a3bd8fe93f8ddda8,11.0
ce067ef549b626b1,106.0
c3c87c8b5d271e3a,7.0
2245b279598e7ce3,26.0
86df3ebdadc585a1,19.0
8e128fde97b4e0e5,8.0
5153e9b36e21a19c,14.0
77d7ec97195f684e,13.0
3deb6cc2eca932b0,10.0
154dd29335d2c9f7,16.0
0bfe8c77646cb714,11.0
009794723469a8ba,22.0
10662e3a7d6ad1d8,13.0
19c171e49e8d8622,11.0
b58fa7897ae3d960,17.0
80a8f1a9a4407225,15.0
1f4f4a8cd29ec65b,29.0
e21f089cbd663b71,8.0
5eb96d5ec2447a3f,6.0
c6651db1a351d86a,22.0
346e8027cbe4e0b6,24.0
3d27a0232558c9ff,89.0
3c90205c9c4360c2,22.0
769ace6e2e20d33a,82.0
f125afe192313a8c,29.0
05571566385015f2,14.0
d309f16cf320d3ae,46.0
749f16208ff2fb37,12.0
151e4184ccb93b29,8.0
30b79026958983d3,10.0
30fcd77c390433d1,8.0
64777951faa5d7ef,9.0
36f4aa3150881d31,11.0
2ddbfd2ba323dafe,37.0
6acd839b449e113f,11.0
d330ad12841b087d,7.0
3b00fcf89a40bbc4,208.0
7c5d55790aab1e56,6.0
b3cdc85dae2997ca,12.0
bf114b190ac6bd0b,30.0
367d95b70a04adf0,12.0
565a760adb0c0428,12.0
f8f5e1a41ce0b2cf,28.0
243be60d1b1f1c07,7.0
dea36972ffb23135,7.0
e0cb663f8c8ed4e6,26.0
df339074c19bff36,11.0
e5886dfd21fa3431,7.0
03fa72d9e723504a,58.0
ba63d68a47b74e0d,11.0
e0a5cd48820e5c14,16.0
395d8c38db66704a,11.0
1739075bfc75e127,46.0
baccebdd12335379,21.0
54c40e0aa076fb7c,17.0
063b5c0b2406af86,36.0
af3a705a6bd26d37,8.0
6fb39e181e43e2fe,19.0
8794d73011c4b63b,10.0
12d9e2a3307e2d83,32.0
5b66c7c1751d384f,12.0
0d6b7a6fe3cb9ce6,18.0
f99e502a38a62ca1,9.0
ca7766c41cb4db7a,7.0
fdc58fead360627c,16.0
3988900ecc6b439f,14.0
0606ca71fd3141c2,10.0
6fd959d705869b13,10.0
7d7e27b1b0a3eaa3,7.0
8ec3cdbfd2e6e017,7.0
ae9cb191b1f6e32c,21.0
416ac8ffcc0327f6,12.0
37f7bbfa898da567,13.0
fd27577a01fb5372,24.0
ba0eb25217eb1b56,12.0
711461d3a60dac4e,143.0
b4cdf0325e1f0b86,39.0
25e67083aa56e013,8.0
2689f78374412b46,6.0
0de3f93672878d9e,10.0
fe270be0233068f2,7.0
f38100709aa345c4,13.0
8838f609127c2c0e,12.0
7a7dc7c4459a4a5d,16.0
1d4a70678f577b31,100.0
e1a268faba133829,20.0
d21e67564c6e9a88,7.0
ccf45e0b909454ac,11.0
da1951d8a8a698f2,10.0
2d6906f81fc623bf,17.0
817e96cfc791383e,9.0
77b16c112ec0d9a8,23.0
6f357b0f1e4a6a75,5.0
34da7a2ae85b8305,8.0
d90725c04593a63b,17.0
8132ee681d829f03,14.0
de33a3a899ec439d,54.0
a23a9c736944fcdb,6.0
9ea0b79cb7ef54f5,65.0
75ad982e0eb6d5b5,7.0
a8f92643ba94f725,105.0
9f4399e08744c8af,15.0
2f9dc092ec87f37d,11.0
f42ff21691f086f3,170.0
45f49436b25cfce0,7.0
bcdeff4690028230,12.0
0857c22eb48f84de,19.0
a44263430c2094df,16.0
ebe42f5790f23bba,28.0
2960e109410080ed,496.0
e433733b5abf3232,30.0
ef2be188461e8af2,1522.0
a5a0e625660e787f,16.0
d8715e9fb3330d12,7.0
ec325ae7b2c684a1,11.0
18dc4300bdfc5681,20.0
bffde67fe35c3403,11.0
24e70cd9513c528f,13.0
bd4bb6ecc8187a7b,92.0
0a1e2fb71431a96e,30.0
b40015573457ac70,11.0
68abef7328b6868b,12.0
1e463045f1eca61e,26.0
7c6f377ea2d02b41,11.0
7fc8fe21d753ca33,11.0
d1f9ee9fe4855ed3,20.0
87f12981888a867f,11.0
34862b018fd71031,7.0
eddcde5d2c2d3aae,82.0
9cf80a20d141e1ce,9.0
bfcdb844589e404b,10.0
7c90379e2aff8c99,11.0
ddff2502e682fba2,89.0
788fa0c8a4f02419,15.0
8a7bd44fb3ae1263,170.0
c1c0d4d3f56e9049,44.0
a8a1c51532d0429a,12.0
516844356fc61c7f,13.0
84ab7dd18a2a8553,14.0
062caec00a8dfa43,7.0
ae4c62f87e35f9f3,12.0
91256413df9211c0,22.0
70071c220d17a6c1,11.0
e3b14b4c6d8cb810,7.0
b708be8518815c02,16.0
c583ca790d33c066,13.0
f398d27c117c0033,149.0
21db087401bcc92e,50.0
c33feff07800bc3d,14.0
cb44e6b752ea4c43,9.0
84e5b33e0d9d28a6,25.0
63c0f79b778ea27a,20.0
f1f57e77afa86e17,34.0
8ed9dd83bb41d589,9.0
2c1a75cb2c048da8,11.0
5733870090f90e78,7.0
d892850192774163,8.0
b7d6eb81a9afec0d,303.0
803fc70fe3935e16,20.0
fec35de9f60ec913,8.0
36ce814a62e80416,1522.0
cbd6b194a1f729d6,8.0
97e212ab3ee02aaa,66.0
7334f33fbe27460a,7.0
a680a9e1c51457ef,10.0
15efeefd23a1dab3,11.0
3d81e55bb23dec1a,7.0
b314104c80cbeaf2,30.0
4cc3a91c9df3f9ef,7.0
01951e5ec669a62a,7.0
f172ce4dd95c4dc1,29.0
b21e2c39b34df087,11.0
91fb7df6879401ef,134.0
bc62cc5a7789cf8a,24.0
0461d4c42959fc05,21.0
a78be10a6715892e,11.0
ad0addd669ae20d9,12.0
803b45ce08226ab0,22.0
32449538694fb6b9,7.0
594c7ee6a2635361,19.0
97a99b15bea321e8,206.0
74772b6d18fc0a05,7.0
edb02ceaa55bdab6,17.0
8a4f7c687791f790,67.0
10dc5ea8371794f1,13.0
e14dde9b1c4d08ff,333.0
e5b45ddd140ba9c6,11.0
ed6734f7f604fd37,45.0
d9b1186a933ee4b9,7.0
ecac56572aa2707f,7.0
8ceafb44b7127ba6,32.0
bfbaea72215b5f6c,7.0
783377d35fb76c37,59.0
15325da2c2882235,32.0
b52b37d7bb0136c1,26.0
0e25651e52b5f1fd,24.0
b1f1abfd737eb2a7,8.0
6eb28ff95ef978e9,22.0
f01e8d81730075fe,36.0
13a5e4206548dcb6,9.0
60308aa503a8e0a6,10.0
146d5f7ce02fa7d2,6.0
c800c8ec5dc708d2,13.0
9072522346442b5d,8.0
a3ec065785ac6136,19.0
a8ecb58e4dff36ee,8.0
7cdd1f6ba6546103,15.0
2e46e13a255336b7,7.0
88ef830cd2cf6150,7.0
26ff60b280434158,6.0
e0c7b6aa47286769,12.0
ddd8bf28de52c032,208.0
6881e59f0246b66b,11.0
01048dd2469e0117,16.0
9e77f17ee68a6d6b,7.0
